Source,Target,Type,Id,Label,Weight,3,4
36441595100,58826952600,Directed,174,,1,1,0
36441595100,57222569695,Directed,175,,1,2,2
36441595100,57644977600,Directed,176,,1,1,0
36441595100,58827009200,Directed,177,,1,1,0
36441595100,58798933600,Directed,178,,1,1,0
36441595100,57222574255,Directed,179,,1,1,2
57897646900,6603844872,Directed,180,,1,1,0
6603844872,58044823300,Directed,181,,1,2,6
6603844872,58026872900,Directed,182,,1,2,6
6603844872,56702327300,Directed,183,,1,1,2
6603844872,57217063870,Directed,184,,1,2,6
6603844872,55763633400,Directed,185,,1,3,34
6603844872,18433677500,Directed,186,,1,2,6
6603844872,57354214400,Directed,187,,1,4,7
6603844872,7202947679,Directed,188,,1,2,6
6603844872,57190426813,Directed,189,,1,1,2
6603844872,58045076900,Directed,190,,1,2,6
6603844872,55415511600,Directed,191,,1,4,6
6603844872,57211804765,Directed,192,,1,2,6
6603844872,58683304700,Directed,193,,1,1,2
6603844872,35105652600,Directed,194,,1,3,7
6603844872,56028590400,Directed,195,,1,2,6
6603844872,57214550114,Directed,196,,1,2,0
6603844872,8275338200,Directed,197,,1,1,0
6603844872,57209855400,Directed,198,,1,3,0
6603844872,7003477694,Directed,199,,1,1,0
6603844872,57209848920,Directed,200,,1,2,0
6603844872,6602710857,Directed,201,,1,1,0
6603844872,58044948100,Directed,202,,1,3,6
6603844872,57223133879,Directed,203,,1,1,4
6603844872,57188683331,Directed,204,,1,1,4
6603844872,57211806932,Directed,205,,1,1,4
6603844872,57212023194,Directed,206,,1,1,0
6603844872,6602549353,Directed,207,,1,1,0
6603844872,57212018710,Directed,208,,1,1,0
6603844872,55493359300,Directed,209,,1,1,0
6603844872,57192920994,Directed,210,,1,1,28
6603844872,57225443488,Directed,211,,1,1,28
6603844872,36537969500,Directed,212,,1,1,28
6603844872,57226595940,Directed,213,,1,1,28
6603844872,56363591700,Directed,214,,1,1,28
6603844872,7402460809,Directed,215,,1,1,28
6603844872,55762821500,Directed,216,,1,1,28
6603844872,55763115500,Directed,217,,1,1,28
6603844872,57210464371,Directed,218,,1,1,28
6603844872,35519411300,Directed,219,,1,1,28
6603844872,57207807053,Directed,220,,1,1,28
6603844872,15924771000,Directed,221,,1,3,11
6603844872,57211641026,Directed,222,,1,1,8
6603844872,6603627735,Directed,223,,1,1,8
6603844872,57205585610,Directed,224,,1,1,4
6603844872,56337603400,Directed,225,,1,1,4
6603844872,57212504844,Directed,226,,1,1,4
6603844872,6506185708,Directed,227,,1,1,4
6603844872,58292126700,Directed,228,,1,1,2
6603844872,57222580223,Directed,229,,1,2,4
6603844872,58292415300,Directed,230,,1,2,2
6603844872,55337051300,Directed,231,,1,1,2
6603844872,55926314100,Directed,232,,1,3,4
6603844872,58292267100,Directed,233,,1,1,2
6603844872,58292984300,Directed,234,,1,1,2
6603844872,58292700900,Directed,235,,1,1,2
6603844872,57205573958,Directed,236,,1,1,2
6603844872,57219978650,Directed,237,,1,1,2
6603844872,14632862000,Directed,238,,1,1,1
6603844872,57205587692,Directed,239,,1,1,1
6603844872,57205347855,Directed,240,,1,1,1
6603844872,57216506354,Directed,241,,1,1,1
6603844872,35101849500,Directed,242,,1,1,2
6603844872,57192181696,Directed,243,,1,1,2
6603844872,24315363000,Directed,244,,1,1,2
6603844872,57886299400,Directed,245,,1,1,2
6603844872,57204770971,Directed,246,,1,1,2
6603844872,57222574255,Directed,247,,1,2,2
6603844872,57506721500,Directed,248,,1,1,0
6603844872,57432198300,Directed,249,,1,1,0
6603844872,55203583700,Directed,250,,1,1,0
6603844872,57644977600,Directed,251,,1,1,0
6603844872,58827009200,Directed,252,,1,1,0
6603844872,58826952600,Directed,253,,1,1,0
6603844872,57222569695,Directed,254,,1,2,2
6603844872,58798933600,Directed,255,,1,1,0
6603844872,58825885400,Directed,256,,1,1,0
6603844872,6603222705,Directed,257,,1,1,0
6603844872,59158369800,Directed,258,,1,1,0
6603844872,57226635570,Directed,259,,1,1,1
6701515542,57189465559,Directed,260,,1,1,0
6701515542,57196081200,Directed,261,,1,1,2
6701515542,57282465200,Directed,262,,1,1,0
57218290128,58896413200,Directed,263,,1,1,1
57218290128,57212392334,Directed,264,,1,1,1
57218290128,58895988900,Directed,265,,1,1,1
57218290128,59152883300,Directed,266,,1,1,0
57218290128,57201084931,Directed,267,,1,1,0
57218290128,6602436642,Directed,268,,1,1,0
57218290128,6603358314,Directed,269,,1,1,0
57218290128,56039167500,Directed,270,,1,1,0
57218290128,7004192487,Directed,271,,1,1,0
57218290128,55926467200,Directed,272,,1,1,0
57218290128,59232843300,Directed,273,,1,1,0
57188984235,56884762100,Directed,274,,1,1,1
57213001300,57219119640,Directed,275,,1,1,1
57213001300,57217246368,Directed,276,,1,2,8
57213001300,57188987415,Directed,277,,1,2,8
57213001300,59158003100,Directed,278,,1,1,0
57213001300,57226766436,Directed,279,,1,1,7
57213001300,57210842815,Directed,280,,1,1,0
57213001300,58728864100,Directed,281,,1,1,0
57213001300,57216405540,Directed,282,,1,1,0
57213001300,7004096252,Directed,283,,1,1,0
57213001300,55203431500,Directed,284,,1,1,0
57213001300,57222577631,Directed,285,,1,1,0
57213001300,7003776935,Directed,286,,1,1,0
57213001300,16309023400,Directed,287,,1,1,0
57219119640,57212392334,Directed,288,,1,1,0
57219119640,58546580100,Directed,289,,1,1,0
57219119640,58066046100,Directed,290,,1,1,0
57219119640,7004192487,Directed,291,,1,1,3
59158003100,58869643200,Directed,292,,1,1,0
59158003100,57217246368,Directed,293,,1,1,0
59158003100,57188987415,Directed,294,,1,1,0
57217246368,57188987415,Directed,295,,1,2,8
57217246368,57226766436,Directed,296,,1,1,10
58896413200,57212392334,Directed,297,,1,1,1
58896413200,58895988900,Directed,298,,1,1,1
57212392334,58895988900,Directed,299,,1,1,1
57212392334,58546580100,Directed,300,,1,1,0
57212392334,58066046100,Directed,301,,1,1,0
57226270936,57222580164,Directed,302,,1,1,23
57226270936,6603647208,Directed,303,,1,1,23
57226270936,57226283044,Directed,304,,1,1,23
6603647208,57226283044,Directed,305,,1,1,23
6603647208,57222580164,Directed,306,,1,1,23
6603647208,16309023400,Directed,307,,1,13,24
6603647208,57222577631,Directed,308,,1,5,7
6603647208,57194409298,Directed,309,,1,1,4
6603647208,57655209200,Directed,310,,1,2,2
6603647208,57197806227,Directed,311,,1,1,0
6603647208,57203329402,Directed,312,,1,2,0
6603647208,55361069800,Directed,313,,1,2,2
6603647208,7102422753,Directed,314,,1,4,3
6603647208,57930026400,Directed,315,,1,2,2
6603647208,57205417118,Directed,316,,1,1,1
6603647208,57476970500,Directed,317,,1,2,3
6603647208,57219119095,Directed,318,,1,1,1
6603647208,36238364200,Directed,319,,1,3,10
6603647208,57213019185,Directed,320,,1,1,2
6603647208,7004083401,Directed,321,,1,1,2
6603647208,57340109200,Directed,322,,1,1,0
6603647208,44860941900,Directed,323,,1,1,0
6603647208,57211355517,Directed,324,,1,1,0
6603647208,55321279800,Directed,325,,1,1,0
6603647208,6602674444,Directed,326,,1,3,9
6603647208,15922490800,Directed,327,,1,1,0
6603647208,36176781200,Directed,328,,1,1,0
6603647208,7004096252,Directed,329,,1,3,1
6603647208,57203395728,Directed,330,,1,1,1
6603647208,56022652300,Directed,331,,1,1,1
6603647208,57219111382,Directed,332,,1,1,1
6603647208,57220059007,Directed,333,,1,3,2
6603647208,57188983203,Directed,334,,1,1,1
6603647208,58869747000,Directed,335,,1,1,0
6603647208,7006055191,Directed,336,,1,1,0
6603647208,36808912600,Directed,337,,1,1,0
6603647208,54791187300,Directed,338,,1,1,9
6603647208,57965862800,Directed,339,,1,1,9
6603647208,57201185741,Directed,340,,1,1,9
6603647208,57202999901,Directed,341,,1,1,9
6603647208,57216838653,Directed,342,,1,1,9
6603647208,24775112000,Directed,343,,1,2,9
6603647208,6602629520,Directed,344,,1,1,9
6603647208,57213106591,Directed,345,,1,1,0
6603647208,56180373700,Directed,346,,1,1,0
6603647208,6507187899,Directed,347,,1,1,0
6603647208,57224670238,Directed,348,,1,1,0
6603647208,18633692300,Directed,349,,1,1,0
6603647208,57192177515,Directed,350,,1,1,0
6603647208,55486051100,Directed,351,,1,1,0
6603647208,57201118153,Directed,352,,1,1,0
6603647208,57201114983,Directed,353,,1,1,1
6603647208,57209105086,Directed,354,,1,1,1
6603647208,58083818200,Directed,355,,1,1,1
6603647208,35316777100,Directed,356,,1,2,5
6603647208,58083578500,Directed,357,,1,1,1
6603647208,7003469946,Directed,358,,1,1,4
6603647208,57697678200,Directed,359,,1,1,4
6603647208,7801628091,Directed,360,,1,1,4
6603647208,35098602800,Directed,361,,1,1,4
6603647208,58700223200,Directed,362,,1,1,4
6603647208,7102252875,Directed,363,,1,1,4
6603647208,57696430900,Directed,364,,1,1,4
6603647208,57216582706,Directed,365,,1,1,4
6603647208,22333585200,Directed,366,,1,1,2
6603647208,7202534599,Directed,367,,1,1,2
6603647208,55939576900,Directed,368,,1,1,2
6603647208,9744170000,Directed,369,,1,1,2
6603647208,57218671390,Directed,370,,1,1,2
6603647208,55700698000,Directed,371,,1,1,2
6603647208,8776554000,Directed,372,,1,1,2
6603647208,57203003614,Directed,373,,1,1,2
6603647208,57203387044,Directed,374,,1,1,2
57226283044,57222580164,Directed,375,,1,1,23
57222580164,57208330857,Directed,376,,1,2,16
57222580164,53879714200,Directed,377,,1,2,16
57222580164,55826531700,Directed,378,,1,2,16
57222580164,57220480392,Directed,379,,1,2,16
57222580164,57221871955,Directed,380,,1,2,16
57222580164,35606294400,Directed,381,,1,4,38
57222580164,57216084309,Directed,382,,1,1,14
57222580164,56315553900,Directed,383,,1,2,16
57222580164,57694054600,Directed,384,,1,2,16
57222580164,15521564300,Directed,385,,1,2,16
57222580164,57208327846,Directed,386,,1,3,38
57222580164,25626432200,Directed,387,,1,2,16
57222580164,57217063870,Directed,388,,1,1,14
57222580164,56966771800,Directed,389,,1,3,38
57222580164,7202947679,Directed,390,,1,2,14
57222580164,57221872217,Directed,391,,1,2,16
57222580164,59276747600,Directed,392,,1,2,16
57222580164,58555442100,Directed,393,,1,2,16
57222580164,57195314921,Directed,394,,1,1,0
57222580164,16178518600,Directed,395,,1,1,0
57222580164,56402497700,Directed,396,,1,1,0
57222580164,57219685682,Directed,397,,1,1,0
57222580164,56022953900,Directed,398,,1,1,0
57222580164,57200411078,Directed,399,,1,1,0
57222580164,57205121703,Directed,400,,1,1,0
57222580164,57216405721,Directed,401,,1,1,22
57222580164,57304175100,Directed,402,,1,1,22
57222580164,56495540200,Directed,403,,1,1,22
57222580164,57215429087,Directed,404,,1,1,22
57210842815,58728864100,Directed,405,,1,1,0
16309023400,57194409298,Directed,406,,1,1,4
16309023400,57222577631,Directed,407,,1,6,7
16309023400,57208330857,Directed,408,,1,1,6
16309023400,58201932000,Directed,409,,1,1,6
16309023400,8570162800,Directed,410,,1,2,7
16309023400,55513131300,Directed,411,,1,1,6
16309023400,35606294400,Directed,412,,1,3,13
16309023400,57220480392,Directed,413,,1,1,6
16309023400,59276747600,Directed,414,,1,2,7
16309023400,57735564000,Directed,415,,1,2,7
16309023400,56717204100,Directed,416,,1,1,6
16309023400,25626432200,Directed,417,,1,1,6
16309023400,57694054600,Directed,418,,1,2,12
16309023400,57202810878,Directed,419,,1,1,6
16309023400,57195063277,Directed,420,,1,1,6
16309023400,57226123657,Directed,421,,1,1,6
16309023400,7102618949,Directed,422,,1,1,6
16309023400,55826531700,Directed,423,,1,1,6
16309023400,56022953900,Directed,424,,1,3,13
16309023400,57454497300,Directed,425,,1,2,7
16309023400,55361069800,Directed,426,,1,5,10
16309023400,7102422753,Directed,427,,1,10,18
16309023400,58869447600,Directed,428,,1,2,1
16309023400,57194058482,Directed,429,,1,3,3
16309023400,57245375700,Directed,430,,1,1,0
16309023400,57220059007,Directed,431,,1,9,15
16309023400,57206782668,Directed,432,,1,3,1
16309023400,57245200700,Directed,433,,1,1,3
16309023400,57201114346,Directed,434,,1,1,3
16309023400,57244861900,Directed,435,,1,1,3
16309023400,57930026400,Directed,436,,1,2,2
16309023400,57655209200,Directed,437,,1,2,2
16309023400,57203329402,Directed,438,,1,3,0
16309023400,57197806227,Directed,439,,1,1,0
16309023400,57221738956,Directed,440,,1,1,5
16309023400,56439013400,Directed,441,,1,1,5
16309023400,59158142700,Directed,442,,1,1,5
16309023400,57201122272,Directed,443,,1,1,5
16309023400,35762972500,Directed,444,,1,1,5
16309023400,57205417118,Directed,445,,1,1,1
16309023400,57476970500,Directed,446,,1,3,9
16309023400,57219119095,Directed,447,,1,1,1
16309023400,36238364200,Directed,448,,1,3,10
16309023400,57213019185,Directed,449,,1,1,2
16309023400,7004083401,Directed,450,,1,1,2
16309023400,57211355517,Directed,451,,1,1,0
16309023400,55321279800,Directed,452,,1,1,0
16309023400,44860941900,Directed,453,,1,1,0
16309023400,57340109200,Directed,454,,1,1,0
16309023400,55569752100,Directed,455,,1,2,1
16309023400,57216837381,Directed,456,,1,1,0
16309023400,57476958900,Directed,457,,1,1,0
16309023400,57194764009,Directed,458,,1,3,4
16309023400,57606947300,Directed,459,,1,2,0
16309023400,53881420300,Directed,460,,1,1,6
16309023400,57197574683,Directed,461,,1,1,6
16309023400,24921095000,Directed,462,,1,1,1
16309023400,6701710060,Directed,463,,1,2,1
16309023400,7004096252,Directed,464,,1,8,3
16309023400,57216582706,Directed,465,,1,3,4
16309023400,57360788900,Directed,466,,1,1,0
16309023400,57272742600,Directed,467,,1,2,7
16309023400,57736226000,Directed,468,,1,1,1
16309023400,9279624600,Directed,469,,1,2,1
16309023400,7006439159,Directed,470,,1,2,1
16309023400,15922490800,Directed,471,,1,1,0
16309023400,36176781200,Directed,472,,1,1,0
16309023400,6602674444,Directed,473,,1,6,19
16309023400,57203395728,Directed,474,,1,1,1
16309023400,56022652300,Directed,475,,1,1,1
16309023400,57219111382,Directed,476,,1,1,1
16309023400,57188983203,Directed,477,,1,1,1
16309023400,7006055191,Directed,478,,1,1,0
16309023400,36808912600,Directed,479,,1,1,0
16309023400,58869747000,Directed,480,,1,1,0
16309023400,24778180500,Directed,481,,1,2,3
16309023400,7003776935,Directed,482,,1,1,0
16309023400,55203431500,Directed,483,,1,4,4
16309023400,57216405540,Directed,484,,1,1,0
16309023400,57204035776,Directed,485,,1,1,6
16309023400,24776461300,Directed,486,,1,1,6
16309023400,57200413673,Directed,487,,1,1,6
16309023400,24775112000,Directed,488,,1,5,19
16309023400,57273223700,Directed,489,,1,1,6
16309023400,57302213300,Directed,490,,1,1,4
16309023400,57302054200,Directed,491,,1,1,4
16309023400,57216838653,Directed,492,,1,1,9
16309023400,54791187300,Directed,493,,1,1,9
16309023400,57202999901,Directed,494,,1,1,9
16309023400,57201185741,Directed,495,,1,2,9
16309023400,6602629520,Directed,496,,1,1,9
16309023400,57965862800,Directed,497,,1,1,9
16309023400,59353585200,Directed,498,,1,1,0
16309023400,55538230300,Directed,499,,1,1,0
16309023400,56131176200,Directed,500,,1,1,0
16309023400,57192177515,Directed,501,,1,1,0
16309023400,56180373700,Directed,502,,1,1,0
16309023400,57201118153,Directed,503,,1,1,0
16309023400,55486051100,Directed,504,,1,1,0
16309023400,6507187899,Directed,505,,1,1,0
16309023400,57224670238,Directed,506,,1,1,0
16309023400,57213106591,Directed,507,,1,1,0
16309023400,18633692300,Directed,508,,1,1,0
16309023400,57223363552,Directed,509,,1,1,9
16309023400,35316777100,Directed,510,,1,5,14
16309023400,57223000255,Directed,511,,1,1,9
16309023400,58083578500,Directed,512,,1,1,1
16309023400,58083818200,Directed,513,,1,1,1
16309023400,57201114983,Directed,514,,1,1,1
16309023400,57209105086,Directed,515,,1,2,1
16309023400,57210292997,Directed,516,,1,1,0
16309023400,57210292218,Directed,517,,1,1,0
16309023400,59124448800,Directed,518,,1,1,0
16309023400,57190686691,Directed,519,,1,1,0
16309023400,58494533000,Directed,520,,1,1,0
16309023400,57580922600,Directed,521,,1,1,0
16309023400,57190174425,Directed,522,,1,1,0
16309023400,57697678200,Directed,523,,1,1,4
16309023400,57696430900,Directed,524,,1,1,4
16309023400,58700223200,Directed,525,,1,1,4
16309023400,7102252875,Directed,526,,1,1,4
16309023400,35098602800,Directed,527,,1,1,4
16309023400,7003469946,Directed,528,,1,1,4
16309023400,7801628091,Directed,529,,1,1,4
16309023400,55700698000,Directed,530,,1,1,2
16309023400,22333585200,Directed,531,,1,2,5
16309023400,57203003614,Directed,532,,1,1,2
16309023400,7202534599,Directed,533,,1,2,5
16309023400,8776554000,Directed,534,,1,1,2
16309023400,55939576900,Directed,535,,1,1,2
16309023400,57218671390,Directed,536,,1,1,2
16309023400,57203387044,Directed,537,,1,1,2
16309023400,9744170000,Directed,538,,1,1,2
16309023400,55569992200,Directed,539,,1,1,3
16309023400,23974652400,Directed,540,,1,1,3
16309023400,55570200500,Directed,541,,1,1,3
16309023400,35578029500,Directed,542,,1,1,3
16309023400,55925120400,Directed,543,,1,1,3
16309023400,58547735700,Directed,544,,1,1,3
16309023400,55608630500,Directed,545,,1,1,3
16309023400,58547235200,Directed,546,,1,1,3
57194409298,57222577631,Directed,547,,1,1,4
57222577631,55361069800,Directed,548,,1,1,0
57222577631,7102422753,Directed,549,,1,1,0
57222577631,57930026400,Directed,550,,1,1,0
57222577631,57197806227,Directed,551,,1,1,0
57222577631,57655209200,Directed,552,,1,1,0
57222577631,57203329402,Directed,553,,1,2,0
57222577631,6602674444,Directed,554,,1,1,0
57222577631,15922490800,Directed,555,,1,1,0
57222577631,7004096252,Directed,556,,1,2,0
57222577631,36176781200,Directed,557,,1,1,0
57222577631,7003776935,Directed,558,,1,1,0
57222577631,55203431500,Directed,559,,1,1,0
57222577631,57216405540,Directed,560,,1,1,0
57222577631,57220059007,Directed,561,,1,1,1
57222577631,58083578500,Directed,562,,1,1,1
57222577631,58083818200,Directed,563,,1,1,1
57222577631,35316777100,Directed,564,,1,1,1
57222577631,57209105086,Directed,565,,1,1,1
57222577631,57201114983,Directed,566,,1,1,1
57222577631,7202534599,Directed,567,,1,1,2
57222577631,55939576900,Directed,568,,1,1,2
57222577631,9744170000,Directed,569,,1,1,2
57222577631,57218671390,Directed,570,,1,1,2
57222577631,55700698000,Directed,571,,1,1,2
57222577631,57203003614,Directed,572,,1,1,2
57222577631,8776554000,Directed,573,,1,1,2
57222577631,22333585200,Directed,574,,1,1,2
57222577631,57203387044,Directed,575,,1,1,2
58546580100,58066046100,Directed,576,,1,1,0
57983867100,7004527155,Directed,577,,1,1,7
57983867100,11340128700,Directed,578,,1,1,7
57983867100,7102618949,Directed,579,,1,1,7
7102618949,11340128700,Directed,580,,1,1,7
7102618949,7004527155,Directed,581,,1,1,7
7102618949,55600716600,Directed,582,,1,1,7
7102618949,57223368591,Directed,583,,1,1,7
7102618949,25626729300,Directed,584,,1,1,7
7102618949,40462477300,Directed,585,,1,2,15
7102618949,57700480600,Directed,586,,1,1,15
7102618949,55103744400,Directed,587,,1,1,15
7102618949,55317626700,Directed,588,,1,1,15
7102618949,6506177045,Directed,589,,1,2,15
7102618949,57195063277,Directed,590,,1,1,6
7102618949,57454497300,Directed,591,,1,1,6
7102618949,35606294400,Directed,592,,1,2,15
7102618949,58201932000,Directed,593,,1,1,6
7102618949,57694054600,Directed,594,,1,1,6
7102618949,56022953900,Directed,595,,1,1,6
7102618949,57735564000,Directed,596,,1,1,6
7102618949,56717204100,Directed,597,,1,1,6
7102618949,57208330857,Directed,598,,1,1,6
7102618949,25626432200,Directed,599,,1,1,6
7102618949,55513131300,Directed,600,,1,1,6
7102618949,57226123657,Directed,601,,1,1,6
7102618949,57202810878,Directed,602,,1,1,6
7102618949,55826531700,Directed,603,,1,1,6
7102618949,57220480392,Directed,604,,1,1,6
